timestamp,solar_irradiance_wm2,load_site1_kw,load_site2_kw,load_site3_kw,load_kw,ev_charger_kw,total_load_kw,forecasted_load_site1_kw,forecasted_load_site2_kw,forecasted_load_site3_kw,forecasted_ev_charger_kw,solar_power_kw,forecasted_solar_power_kw,forecasted_total_load_kw,battery1_kw,battery2_kw,grid_kw
1/4/2025 0:21,0,0.310229869,0.553182384,0.767405524,1.630817778,0,1.630817778,0.342776421,0.492748842,0.896374114,0,0,0,1.625972306,0.815408889,0.815408889,0
1/4/2025 0:22,0,0.303270063,0.404818831,0.732204757,1.440293651,0,1.440293651,0.277216376,0.39173918,0.963778313,0,0,0,1.505291257,0.720146825,0.720146825,0
1/4/2025 0:23,0,0.328966546,0.523746878,0.72563254,1.578345964,0,1.578345964,0.392195681,0.444830186,0.788174631,0,0,0,1.62630539,0.789172982,0.789172982,0
1/4/2025 0:24,0,0.372920148,0.508412297,0.730759387,1.612091832,0,1.612091832,0.356398278,0.572298254,0.71667961,0,0,0,1.445566597,0.806045916,0.806045916,0
1/4/2025 0:25,0,0.233998444,0.487934139,0.702262873,1.424195456,0,1.424195456,0.226974181,0.449720383,0.708753981,0,0,0,1.520609225,0.712097728,0.712097728,0
1/4/2025 0:26,0,0.200431487,0.52598482,0.692584575,1.419000883,0,1.419000883,0.185085541,0.566421254,0.738261134,0,0,0,1.457522104,0.709500441,0.709500441,0
1/4/2025 0:27,0,0.283221118,0.592422421,0.78073133,1.656374869,0,1.656374869,0.342489528,0.469346345,0.869647496,0,0,0,1.609215763,0.828187435,0.828187435,0
1/4/2025 0:28,0,0.33805046,0.545692794,0.773597252,1.657340506,0,1.657340506,0.417079829,0.625080124,0.795648974,0,0,0,1.637571733,0.828670253,0.828670253,0
1/4/2025 0:29,0,0.379050257,0.557764473,0.65696305,1.59377778,0,1.59377778,0.306909645,0.451354305,0.712500198,0,0,0,1.758960517,0.79688889,0.79688889,0
1/4/2025 0:30,0,0.315849498,0.492037436,0.759022403,1.566909336,0,1.566909336,0.353459909,0.470434317,0.69891586,0,0,0,1.607336375,0.783454668,0.783454668,0
1/4/2025 0:31,0,0.364505334,0.471733555,0.722447563,1.558686452,0,1.558686452,0.362208473,0.42379486,0.815584519,0,0,0,1.517022878,0.779343226,0.779343226,0
1/4/2025 0:32,0,0.262331202,0.571576429,0.699583544,1.533491175,0,1.533491175,0.260608265,0.542492786,0.748798807,0,0,0,1.533225455,0.766745587,0.766745587,0
1/4/2025 0:33,0,0.348044766,0.442565608,0.652553666,1.44316404,0,1.44316404,0.298698893,0.61537435,0.525582738,0,0,0,1.642467396,0.72158202,0.72158202,0
1/4/2025 0:34,0,0.29330192,0.443799619,0.778332626,1.515434165,0,1.515434165,0.218455235,0.508091141,0.766094012,0,0,0,1.488791895,0.757717083,0.757717083,0
1/4/2025 0:35,0,0.38638053,0.472101747,0.662799997,1.521282273,0,1.521282273,0.349393377,0.42059766,0.487710895,0,0,0,1.491050794,0.760641137,0.760641137,0
1/4/2025 0:36,0,0.280352708,0.498309664,0.698537955,1.477200327,0,1.477200327,0.358924313,0.576034091,0.604776701,0,0,0,1.504174678,0.738600163,0.738600163,0
1/4/2025 0:37,0,0.280713793,0.429601192,0.726430875,1.436745859,0,1.436745859,0.375674598,0.342601585,0.809882762,0,0,0,1.389128663,0.71837293,0.71837293,0
1/4/2025 0:38,0,0.343301632,0.427434907,0.620845659,1.391582199,0,1.391582199,0.330080399,0.378834548,0.708678638,0,0,0,1.39348339,0.695791099,0.695791099,0
1/4/2025 0:39,0,0.359829027,0.48292974,0.756922293,1.59968106,0,1.59968106,0.302417578,0.526929416,0.649375636,0,0,0,1.52664274,0.79984053,0.79984053,0
1/4/2025 0:40,0,0.383204053,0.416847945,0.652754014,1.452806012,0,1.452806012,0.389465307,0.394391283,0.57296499,0,0,0,1.331616763,0.726403006,0.726403006,0
1/4/2025 0:41,0,0.363952773,0.629492686,0.733051111,1.72649657,0,1.72649657,0.370862754,0.653850949,0.8068001,0,0,0,1.721790049,0.863248285,0.863248285,0
1/4/2025 0:42,0,0.234752491,0.44895759,0.592835208,1.276545288,0,1.276545288,0.249766739,0.547561466,0.609421871,0,0,0,1.335511252,0.638272644,0.638272644,0
1/4/2025 0:43,0,0.348922017,0.509534842,0.642731489,1.501188348,0,1.501188348,0.40464214,0.531889852,0.576455611,0,0,0,1.59351585,0.750594174,0.750594174,0
1/4/2025 0:44,0,0.298669443,0.474810742,0.656991731,1.430471915,0,1.430471915,0.318916202,0.479216448,0.77640651,0,0,0,1.499804163,0.715235958,0.715235958,0
1/4/2025 0:45,0,0.296390238,0.547192242,0.697848779,1.541431259,0,1.541431259,0.274620395,0.515007013,0.825220432,0,0,0,1.514637135,0.77071563,0.77071563,0
1/4/2025 0:46,0,0.216454848,0.474219731,0.778112953,1.468787533,0,1.468787533,0.182842883,0.519813981,0.865674171,0,0,0,1.483456851,0.734393766,0.734393766,0
1/4/2025 0:47,0,0.252904468,0.559470739,0.680271837,1.492647043,0,1.492647043,0.296363991,0.700778797,0.700931373,0,0,0,1.480928704,0.746323522,0.746323522,0
1/4/2025 0:48,0,0.311405466,0.502797642,0.687342896,1.501546004,0,1.501546004,0.238043831,0.412299462,0.755410972,0,0,0,1.376989718,0.750773002,0.750773002,0
1/4/2025 0:49,0,0.276966031,0.612724724,0.75859347,1.648284225,0,1.648284225,0.277952941,0.877356939,0.80522525,0,0,0,1.609526706,0.824142113,0.824142113,0
1/4/2025 0:50,0,0.276587709,0.572065665,0.719607249,1.568260623,0,1.568260623,0.346188941,0.52032626,0.78114485,0,0,0,1.573457073,0.784130312,0.784130312,0
1/4/2025 0:51,0,0.335610606,0.515690579,0.668212821,1.519514006,0,1.519514006,0.358781015,0.554111536,0.684946962,0,0,0,1.393223314,0.759757003,0.759757003,0
1/4/2025 0:52,0,0.295734104,0.513969252,0.754529162,1.564232518,0,1.564232518,0.347671245,0.399927653,0.634703526,0,0,0,1.493251236,0.782116259,0.782116259,0
1/4/2025 0:53,0,0.264929547,0.503690984,0.75664628,1.525266811,0,1.525266811,0.278360051,0.546957223,0.74131816,0,0,0,1.551295553,0.762633405,0.762633405,0
1/4/2025 0:54,0,0.227169849,0.514442567,0.623452373,1.36506479,0,1.36506479,0.222896332,0.537149992,0.700127513,0,0,0,1.364259728,0.682532395,0.682532395,0
1/4/2025 0:55,0,0.299466165,0.523922554,0.65886946,1.482258179,0,1.482258179,0.361672109,0.626550889,0.570953301,0,0,0,1.484031874,0.74112909,0.74112909,0
1/4/2025 0:56,0,0.280770745,0.518543962,0.723123738,1.522438445,0,1.522438445,0.252627091,0.573599467,0.706763921,0,0,0,1.597411578,0.761219223,0.761219223,0
1/4/2025 0:57,0,0.260164181,0.534577715,0.740655931,1.535397827,0,1.535397827,0.335048908,0.422199376,0.742342647,0,0,0,1.492457778,0.767698914,0.767698914,0
1/4/2025 0:58,0,0.369446619,0.451432393,0.607087431,1.427966442,0,1.427966442,0.38175272,0.384607626,0.672353913,0,0,0,1.444804873,0.713983221,0.713983221,0
1/4/2025 0:59,0,0.277432771,0.567307071,0.6774501,1.522189942,0,1.522189942,0.218527614,0.645057171,0.73510746,0,0,0,1.643522922,0.761094971,0.761094971,0
1/4/2025 1:00,0,0.206791519,0.549721791,0.729357282,1.485870592,0,1.485870592,0.215772949,0.525048205,0.667608991,0,0,0,1.422137413,0.742935296,0.742935296,0
1/4/2025 1:01,0,0.331640571,0.429430533,0.738195749,1.499266853,0,1.499266853,0.335947874,0.44554661,0.670966436,0,0,0,1.562798857,0.749633427,0.749633427,0
1/4/2025 1:02,0,0.293752818,0.519227217,0.709829197,1.522809232,0,1.522809232,0.226383342,0.492047228,0.840970518,0,0,0,1.441598534,0.761404616,0.761404616,0
1/4/2025 1:03,0,0.326971998,0.427941384,0.774513687,1.529427069,0,1.529427069,0.317149184,0.550159289,0.867872242,0,0,0,1.358243653,0.764713534,0.764713534,0
1/4/2025 1:04,0,0.247725321,0.39889341,0.609712531,1.256331262,0,1.256331262,0.223696453,0.4699516,0.71606016,0,0,0,1.26323865,0.628165631,0.628165631,0
1/4/2025 1:05,0,0.353273132,0.511340336,0.749574508,1.614187976,0,1.614187976,0.335330772,0.547567701,1.052218244,0,0,0,1.615894658,0.807093988,0.807093988,0
1/4/2025 1:06,0,0.243641058,0.492781965,0.707142316,1.44356534,0,1.44356534,0.209264765,0.51974529,0.803388506,0,0,0,1.409341417,0.72178267,0.72178267,0
1/4/2025 1:07,0,0.33691978,0.429325745,0.66258746,1.428832986,0,1.428832986,0.389733892,0.415387985,0.727505822,0,0,0,1.320349473,0.714416493,0.714416493,0
1/4/2025 1:08,0,0.324153529,0.551340196,0.67686501,1.552358734,0,1.552358734,0.345599154,0.665276919,0.575248546,0,0,0,1.576725022,0.776179367,0.776179367,0
1/4/2025 1:09,0,0.359700731,0.516498282,0.655572795,1.531771809,0,1.531771809,0.339211598,0.38115066,0.84999335,0,0,0,1.473657356,0.765885904,0.765885904,0
1/4/2025 1:10,0,0.208400985,0.457060165,0.63928427,1.30474542,0,1.30474542,0.213037338,0.424654691,0.690716609,0,0,0,1.235407815,0.65237271,0.65237271,0
1/4/2025 1:11,0,0.352170673,0.495840775,0.695137486,1.543148934,0,1.543148934,0.340797069,0.412546748,0.823202211,0,0,0,1.59463701,0.771574467,0.771574467,0
1/4/2025 1:12,0,0.327551373,0.45633812,0.750653578,1.534543071,0,1.534543071,0.3066205,0.466393451,0.762729236,0,0,0,1.502016749,0.767271536,0.767271536,0
1/4/2025 1:13,0,0.268067269,0.531160445,0.698584637,1.497812352,0,1.497812352,0.278966439,0.495399948,0.694150716,0,0,0,1.544859414,0.748906176,0.748906176,0
1/4/2025 1:14,0,0.247174869,0.51571611,0.65757249,1.42046347,0,1.42046347,0.259418134,0.485063332,0.555500104,0,0,0,1.381295623,0.710231735,0.710231735,0
1/4/2025 1:15,0,0.264592936,0.402784448,0.67873152,1.346108904,0,1.346108904,0.268212637,0.433895763,0.808308499,0,0,0,1.321019891,0.673054452,0.673054452,0
1/4/2025 1:16,0,0.259829335,0.428766161,0.66304771,1.351643206,0,1.351643206,0.226051411,0.42138833,0.661832314,0,0,0,1.192412862,0.675821603,0.675821603,0
1/4/2025 1:17,0,0.363687827,0.493096597,0.687514965,1.544299389,0,1.544299389,0.352447449,0.456334543,0.538332348,0,0,0,1.592854906,0.772149695,0.772149695,0
1/4/2025 1:18,0,0.313226974,0.472194922,0.807219082,1.592640978,0,1.592640978,0.366891808,0.428188347,0.676772969,0,0,0,1.575492195,0.796320489,0.796320489,0
1/4/2025 1:19,0,0.296814073,0.453663874,0.661547472,1.412025418,0,1.412025418,0.380170187,0.42949979,0.649903438,0,0,0,1.370838299,0.706012709,0.706012709,0
1/4/2025 1:20,0,0.231073278,0.507578762,0.703116637,1.441768677,0,1.441768677,0.234352679,0.640627731,0.646012321,0,0,0,1.486710863,0.720884339,0.720884339,0
1/4/2025 1:21,0,0.287228899,0.515414148,0.686987043,1.48963009,0,1.48963009,0.282743775,0.499714357,0.73735936,0,0,0,1.559577917,0.744815045,0.744815045,0
1/4/2025 1:22,0,0.298371233,0.526402967,0.714021898,1.538796098,0,1.538796098,0.374005521,0.588425636,0.779507131,0,0,0,1.508917571,0.769398049,0.769398049,0
1/4/2025 1:23,0,0.40078223,0.536977965,0.654737892,1.592498087,0,1.592498087,0.357103089,0.597875414,0.850353525,0,0,0,1.532426522,0.796249043,0.796249043,0
1/4/2025 1:24,0,0.330665833,0.493573217,0.682200436,1.506439486,0,1.506439486,0.397119364,0.466724336,0.703451705,0,0,0,1.558573165,0.753219743,0.753219743,0
1/4/2025 1:25,0,0.300979606,0.510961235,0.662057123,1.473997964,0,1.473997964,0.322865635,0.479686731,0.701155254,0,0,0,1.574266417,0.736998982,0.736998982,0
1/4/2025 1:26,0,0.191869008,0.58000212,0.58580189,1.357673018,0,1.357673018,0.2398684,0.513366165,0.492707427,0,0,0,1.325965334,0.678836509,0.678836509,0
1/4/2025 1:27,0,0.347506498,0.544253862,0.713798666,1.605559026,0,1.605559026,0.39736912,0.514846297,0.649300262,0,0,0,1.661260053,0.802779513,0.802779513,0
1/4/2025 1:28,0,0.257552355,0.513359622,0.732149354,1.503061331,0,1.503061331,0.201584484,0.512248035,0.808112937,0,0,0,1.504730367,0.751530665,0.751530665,0
1/4/2025 1:29,0,0.301868344,0.50647807,0.741504483,1.549850897,0,1.549850897,0.301937474,0.468143235,0.811992338,0,0,0,1.505249678,0.774925449,0.774925449,0
1/4/2025 1:30,0,0.244070644,0.463967166,0.700163846,1.408201656,0,1.408201656,0.2850446,0.427650363,0.829525761,0,0,0,1.45866592,0.704100828,0.704100828,0
1/4/2025 1:31,0,0.324404886,0.480052248,0.675575231,1.480032364,0,1.480032364,0.324670672,0.367837705,0.73730084,0,0,0,1.527698652,0.740016182,0.740016182,0
1/4/2025 1:32,0,0.200197401,0.466988213,0.698362208,1.365547823,0,1.365547823,0.208983481,0.619735537,0.638551963,0,0,0,1.38841813,0.682773912,0.682773912,0
1/4/2025 1:33,0,0.370556813,0.565295128,0.64607403,1.581925971,0,1.581925971,0.289338746,0.584830345,0.582402516,0,0,0,1.612290558,0.790962985,0.790962985,0
1/4/2025 1:34,0,0.299198162,0.513972276,0.711185867,1.524356305,0,1.524356305,0.302160067,0.517594912,0.570153858,0,0,0,1.554654643,0.762178153,0.762178153,0
1/4/2025 1:35,0,0.31317773,0.444379478,0.728177241,1.485734449,0,1.485734449,0.328166361,0.521773471,0.639085207,0,0,0,1.482873216,0.742867225,0.742867225,0
1/4/2025 1:36,0,0.269785464,0.597647873,0.663876918,1.531310254,0,1.531310254,0.22148117,0.586316825,0.625002839,0,0,0,1.601352548,0.765655127,0.765655127,0
1/4/2025 1:37,0,0.271233027,0.464557597,0.769324578,1.505115202,0,1.505115202,0.314827607,0.519517937,0.898127565,0,0,0,1.473315921,0.752557601,0.752557601,0
1/4/2025 1:38,0,0.337856254,0.431526662,0.632346421,1.401729338,0,1.401729338,0.41100035,0.382889417,0.574683016,0,0,0,1.454778154,0.700864669,0.700864669,0
1/4/2025 1:39,0,0.305760971,0.539978353,0.675524729,1.521264053,0,1.521264053,0.15528307,0.590893263,0.597388928,0,0,0,1.52009147,0.760632026,0.760632026,0
1/4/2025 1:40,0,0.231717525,0.439371908,0.692708848,1.363798282,0,1.363798282,0.213671113,0.529354475,0.545933327,0,0,0,1.479054258,0.681899141,0.681899141,0
1/4/2025 1:41,0,0.322668451,0.525355978,0.766304337,1.614328766,0,1.614328766,0.384990993,0.543457918,0.772656183,0,0,0,1.635131787,0.807164383,0.807164383,0
1/4/2025 1:42,0,0.301652013,0.507644685,0.69652059,1.505817288,0,1.505817288,0.301324351,0.585107757,0.540416365,0,0,0,1.443536586,0.752908644,0.752908644,0
1/4/2025 1:43,0,0.345680131,0.433510608,0.705007676,1.484198415,0,1.484198415,0.327986371,0.391544824,0.525997451,0,0,0,1.515174545,0.742099207,0.742099207,0
1/4/2025 1:44,0,0.290138457,0.527651015,0.792434358,1.610223831,0,1.610223831,0.305900655,0.527255607,0.834954094,0,0,0,1.494253096,0.805111916,0.805111916,0
1/4/2025 1:45,0,0.320933007,0.501324557,0.701933902,1.524191467,0,1.524191467,0.322975721,0.504629977,0.807415975,0,0,0,1.605851226,0.762095733,0.762095733,0
1/4/2025 1:46,0,0.335692174,0.488771755,0.762907868,1.587371797,0,1.587371797,0.362602225,0.516814444,0.621047818,0,0,0,1.676870901,0.793685898,0.793685898,0
1/4/2025 1:47,0,0.270881424,0.500494398,0.66328451,1.434660332,0,1.434660332,0.257505242,0.38296367,0.634242877,0,0,0,1.439025728,0.717330166,0.717330166,0
1/4/2025 1:48,0,0.293432595,0.464114096,0.770920171,1.528466861,0,1.528466861,0.250199625,0.428352675,1.036455999,0,0,0,1.596439242,0.764233431,0.764233431,0
1/4/2025 1:49,0,0.318496714,0.484343721,0.620952693,1.423793129,0,1.423793129,0.248864297,0.491239385,0.576222277,0,0,0,1.585095556,0.711896564,0.711896564,0
1/4/2025 1:50,0,0.281756948,0.5201009,0.716845348,1.518703196,0,1.518703196,0.320228352,0.576302252,0.656557504,0,0,0,1.573999345,0.759351598,0.759351598,0
1/4/2025 1:51,0,0.216429501,0.491817777,0.708184001,1.416431279,0,1.416431279,0.16844639,0.555253548,0.661327464,0,0,0,1.371384943,0.70821564,0.70821564,0
1/4/2025 1:52,0,0.227143813,0.43263891,0.679159592,1.338942315,0,1.338942315,0.248882736,0.430714827,0.743549494,0,0,0,1.308909914,0.669471158,0.669471158,0
1/4/2025 1:53,0,0.33232173,0.575776977,0.7760366,1.684135306,0,1.684135306,0.278828419,0.457061195,0.823853886,0,0,0,1.727834993,0.842067653,0.842067653,0
1/4/2025 1:54,0,0.259483987,0.571759663,0.703393578,1.534637228,0,1.534637228,0.219421178,0.533111416,0.763512751,0,0,0,1.446256139,0.767318614,0.767318614,0
1/4/2025 1:55,0,0.381502891,0.500924394,0.785711288,1.668138572,0,1.668138572,0.408435242,0.582947556,0.589177142,0,0,0,1.784757291,0.834069286,0.834069286,0
1/4/2025 1:56,0,0.242531451,0.472351173,0.685254165,1.40013679,0,1.40013679,0.255197363,0.487909902,0.693681635,0,0,0,1.395856546,0.700068395,0.700068395,0
1/4/2025 1:57,0,0.254709304,0.433745874,0.748266654,1.436721832,0,1.436721832,0.260459434,0.580584164,0.627655104,0,0,0,1.523056855,0.718360916,0.718360916,0
1/4/2025 1:58,0,0.254383099,0.533974557,0.635992178,1.424349833,0,1.424349833,0.256874763,0.479474703,0.796979946,0,0,0,1.417908383,0.712174917,0.712174917,0
1/4/2025 1:59,0,0.270715277,0.42589173,0.65314569,1.349752698,0,1.349752698,0.279882523,0.447294951,0.598392118,0,0,0,1.273629568,0.674876349,0.674876349,0
1/4/2025 2:00,0,0.33051724,0.516644158,0.665769049,1.512930447,0,1.512930447,0.303617842,0.570865756,0.810288202,0,0,0,1.572452171,0.756465224,0.756465224,0
1/4/2025 2:01,0,0.26877637,0.49895682,0.682287383,1.450020573,0,1.450020573,0.268939954,0.429037493,0.662846475,0,0,0,1.527711601,0.725010287,0.725010287,0
1/4/2025 2:02,0,0.287136321,0.555383803,0.632546066,1.47506619,0,1.47506619,0.287810293,0.71908565,0.588139816,0,0,0,1.47452178,0.737533095,0.737533095,0
1/4/2025 2:03,0,0.226655886,0.43740458,0.693735204,1.357795669,0,1.357795669,0.18596527,0.507705069,0.848390783,0,0,0,1.478763231,0.678897835,0.678897835,0
1/4/2025 2:04,0,0.308784311,0.51273592,0.644228446,1.465748677,0,1.465748677,0.398296433,0.512534512,0.540723681,0,0,0,1.474316871,0.732874339,0.732874339,0
1/4/2025 2:05,0,0.286506775,0.553103904,0.746859056,1.586469735,0,1.586469735,0.239329281,0.548667688,0.882756387,0,0,0,1.617304316,0.793234867,0.793234867,0
1/4/2025 2:06,0,0.343464431,0.438189032,0.677054376,1.458707839,0,1.458707839,0.366308324,0.463651113,0.587510134,0,0,0,1.45525071,0.729353919,0.729353919,0
1/4/2025 2:07,0,0.294336759,0.496442899,0.741602404,1.532382062,0,1.532382062,0.391163597,0.514056827,0.578386734,0,0,0,1.412956593,0.766191031,0.766191031,0
1/4/2025 2:08,0,0.303194471,0.493507619,0.623508283,1.420210373,0,1.420210373,0.319059798,0.389218417,0.533206831,0,0,0,1.44103967,0.710105186,0.710105186,0
1/4/2025 2:09,0,0.289282436,0.561278424,0.734874956,1.585435816,0,1.585435816,0.291891906,0.46077532,0.991226333,0,0,0,1.633351108,0.792717908,0.792717908,0
1/4/2025 2:10,0,0.275461334,0.583451553,0.747677073,1.60658996,0,1.60658996,0.226246894,0.679937811,0.71060895,0,0,0,1.68277702,0.80329498,0.80329498,0
1/4/2025 2:11,0,0.283012667,0.526948104,0.716116255,1.526077026,0,1.526077026,0.336390532,0.434128646,0.602617365,0,0,0,1.413998509,0.763038513,0.763038513,0
1/4/2025 2:12,0,0.322978526,0.485640175,0.792516037,1.601134738,0,1.601134738,0.346530682,0.435309979,0.915128767,0,0,0,1.556059708,0.800567369,0.800567369,0
1/4/2025 2:13,0,0.288635559,0.522540626,0.617277995,1.428454181,0,1.428454181,0.346353662,0.487701008,0.476067627,0,0,0,1.404284978,0.71422709,0.71422709,0
1/4/2025 2:14,0,0.279625283,0.505455313,0.679548263,1.464628859,0,1.464628859,0.261718877,0.509375973,0.742481167,0,0,0,1.41250807,0.73231443,0.73231443,0
1/4/2025 2:15,0,0.310434568,0.57372597,0.697934434,1.582094972,0,1.582094972,0.360365108,0.505864052,0.632755497,0,0,0,1.598695399,0.791047486,0.791047486,0
1/4/2025 2:16,0,0.382409527,0.454562492,0.677603082,1.514575101,0,1.514575101,0.420706253,0.383756904,0.711055303,0,0,0,1.540090695,0.757287551,0.757287551,0
1/4/2025 2:17,0,0.297972127,0.49617756,0.695497331,1.489647018,0,1.489647018,0.278212395,0.619374986,0.77768345,0,0,0,1.372934272,0.744823509,0.744823509,0
1/4/2025 2:18,0,0.291276403,0.490876412,0.702746473,1.484899288,0,1.484899288,0.346904981,0.459280207,0.452204404,0,0,0,1.564564417,0.742449644,0.742449644,0
1/4/2025 2:19,0,0.292223561,0.494104022,0.75722183,1.543549412,0,1.543549412,0.339951859,0.431743206,0.756684572,0,0,0,1.556287458,0.771774706,0.771774706,0
1/4/2025 2:20,0,0.336390698,0.506610038,0.735508901,1.578509637,0,1.578509637,0.302079881,0.426267929,0.542885635,0,0,0,1.57963932,0.789254819,0.789254819,0
1/4/2025 2:21,0,0.23431823,0.492861794,0.669027285,1.396207309,0,1.396207309,0.273810613,0.461961894,0.561701282,0,0,0,1.37192199,0.698103654,0.698103654,0
1/4/2025 2:22,0,0.283310244,0.471054709,0.696868683,1.451233636,0,1.451233636,0.256013481,0.502908749,0.700058282,0,0,0,1.505948029,0.725616818,0.725616818,0
1/4/2025 2:23,0,0.34326743,0.420704236,0.6848871,1.448858766,0,1.448858766,0.348590517,0.439433311,0.722583242,0,0,0,1.553901695,0.724429383,0.724429383,0
1/4/2025 2:24,0,0.27307859,0.501609759,0.716832994,1.491521343,0,1.491521343,0.280242925,0.56723481,0.677821985,0,0,0,1.456087941,0.745760672,0.745760672,0
1/4/2025 2:25,0,0.287386339,0.434837444,0.681925396,1.404149179,0,1.404149179,0.315794202,0.410923278,0.70097287,0,0,0,1.470580623,0.702074589,0.702074589,0
1/4/2025 2:26,0,0.391228245,0.471592795,0.690374954,1.553195994,0,1.553195994,0.405758772,0.584161757,0.97914933,0,0,0,1.52889966,0.776597997,0.776597997,0
1/4/2025 2:27,0,0.212924478,0.509176451,0.712629568,1.434730497,0,1.434730497,0.241299061,0.494035755,0.93665222,0,0,0,1.497184036,0.717365248,0.717365248,0
1/4/2025 2:28,0,0.230189498,0.480547273,0.751654675,1.462391445,0,1.462391445,0.199472648,0.499307238,0.902169596,0,0,0,1.498175878,0.731195723,0.731195723,0
1/4/2025 2:29,0,0.328225286,0.46535464,0.729215018,1.522794943,0,1.522794943,0.404494559,0.411044872,0.749542702,0,0,0,1.435517145,0.761397472,0.761397472,0
1/4/2025 2:30,0,0.302111038,0.425147034,0.7283229,1.455580972,0,1.455580972,0.344735311,0.535695699,0.800147519,0,0,0,1.45544772,0.727790486,0.727790486,0
1/4/2025 2:31,0,0.315918606,0.436986134,0.712386113,1.465290854,0,1.465290854,0.32996957,0.418361103,0.707263473,0,0,0,1.478813493,0.732645427,0.732645427,0
1/4/2025 2:32,0,0.329440058,0.487172057,0.73543195,1.552044065,0,1.552044065,0.418351453,0.602004314,0.925296371,0,0,0,1.687409029,0.776022032,0.776022032,0
